form,class,deixis,tam
nə̀-vɔ̀ɽ-ɔ̀,n,ventive,dependent
nə̀-vɜ̀ɽ-ì,n,itive,dependent
nə̀-vɜ̀ɽ-í,n,ventive,perfective
n-à-vɜ́ɽ-ì,n,itive,perfective
n-á-vɔ́ɽ-ɔ̀,n,itive,imperfective
n-á-vɜ̀ɽ-í,n,ventive,imperfective
jə̀-vɔ̀ɽ-ɔ̀,j,ventive,dependent
jə̀-vɜ̀ɽ-ì,j,itive,dependent
jə̀-vɜ̀ɽ-í,j,ventive,perfective
j-à-vɜ́ɽ-ì,j,itive,perfective
j-á-vɔ́ɽ-ɔ̀,j,itive,imperfective
j-á-vɜ̀ɽ-í,j,ventive,imperfective
ðə̀-vɔ̀ɽ-ɔ̀,ð,ventive,dependent
ðə̀-vɜ̀ɽ-ì,ð,itive,dependent
ðə̀-vɜ̀ɽ-í,ð,ventive,perfective
ðə́-vɔ́ɽ-ɔ́,ð,unmarked,infinitive
ð-à-vɜ́ɽ-ì,ð,itive,perfective
ð-á-vɔ́ɽ-ɔ̀,ð,itive,imperfective
ð-á-vɜ̀ɽ-í,ð,ventive,imperfective
kə̀-vɔ̀ɽ-ɔ̀,g,ventive,dependent
kə̀-vɜ̀ɽ-ì,g,itive,dependent
kə̀-vɜ̀ɽ-í,g,ventive,perfective
k-à-vɜ́ɽ-ì,g,itive,perfective
k-á-vɔ́ɽ-ɔ̀,g,itive,imperfective
k-á-vɜ̀ɽ-í,g,ventive,imperfective
t̪ə̀-vɔ̀ɽ-ɔ̀,t̪,ventive,dependent
t̪ə̀-vɜ̀ɽ-ì,t̪,itive,dependent
t̪ə̀-vɜ̀ɽ-í,t̪,ventive,perfective
t̪-à-vɜ́ɽ-ì,t̪,itive,perfective
t̪-á-vɔ́ɽ-ɔ̀,t̪,itive,imperfective
t̪-á-vɜ̀ɽ-í,t̪,ventive,imperfective
vəlɛð,unmarked,unmarked,unmarked
və̀lɛ̀ð-á,unmarked,ventive,imperative
və́lɛ́ð-ɔ́,unmarked,itive,imperative
rə̀-və̀lɛ̀ð-à,r,ventive,dependent
rə̀-və̀lɛ̀ð-ɔ́,r,ventive,perfective
rə̀-və̀lɛ̀ð-ɛ̀,r,itive,dependent
r-à-və́lɛ̀ð-ɛ̀,r,itive,perfective
r-á-və̀lɛ̀ð-ɔ́,r,ventive,imperfective
r-á-və́lɛ̀ð-à,r,itive,imperfective
lə̀-və̀lɛ̀ð-à,l,ventive,dependent
lə̀-və̀lɛ̀ð-ɔ́,l,ventive,perfective
lə̀-və̀lɛ̀ð-ɛ̀,l,itive,dependent
l-à-və́lɛ̀ð-ɛ̀,l,itive,perfective
l-á-və̀lɛ̀ð-ɔ́,l,ventive,imperfective
l-á-və́lɛ̀ð-à,l,itive,imperfective
ŋə̀-və̀lɛ̀ð-à,ŋ,ventive,dependent
ŋə̀-və̀lɛ̀ð-ɔ́,ŋ,ventive,perfective
ŋə̀-və̀lɛ̀ð-ɛ̀,ŋ,itive,dependent
ŋ-à-və́lɛ̀ð-ɛ̀,ŋ,itive,perfective
ŋ-á-və̀lɛ̀ð-ɔ́,ŋ,ventive,imperfective
ŋ-á-və́lɛ̀ð-à,ŋ,itive,imperfective
ɲə̀-və̀lɛ̀ð-à,ɲ,ventive,dependent
ɲə̀-və̀lɛ̀ð-ɔ́,ɲ,ventive,perfective
ɲə̀-və̀lɛ̀ð-ɛ̀,ɲ,itive,dependent
ɲ-à-və́lɛ̀ð-ɛ̀,ɲ,itive,perfective
ɲ-á-və̀lɛ̀ð-ɔ́,ɲ,ventive,imperfective
ɲ-á-və́lɛ̀ð-à,ɲ,itive,imperfective
nə̀-və̀lɛ̀ð-à,n,ventive,dependent
nə̀-və̀lɛ̀ð-ɔ́,n,ventive,perfective
nə̀-və̀lɛ̀ð-ɛ̀,n,itive,dependent
n-à-və́lɛ̀ð-ɛ̀,n,itive,perfective
n-á-və̀lɛ̀ð-ɔ́,n,ventive,imperfective
n-á-və́lɛ̀ð-à,n,itive,imperfective
jə̀-və̀lɛ̀ð-à,j,ventive,dependent
jə̀-və̀lɛ̀ð-ɔ́,j,ventive,perfective
jə̀-və̀lɛ̀ð-ɛ̀,j,itive,dependent
j-à-və́lɛ̀ð-ɛ̀,j,itive,perfective
j-á-və̀lɛ̀ð-ɔ́,j,ventive,imperfective
j-á-və́lɛ̀ð-à,j,itive,imperfective
ðə̀-və̀lɛ̀ð-à,ð,ventive,dependent
ðə̀-və̀lɛ̀ð-ɔ́,ð,ventive,perfective
ðə̀-və̀lɛ̀ð-ɛ̀,ð,itive,dependent
ðə́-və́lɛ́ð-á,ð,unmarked,infinitive
ð-à-və́lɛ̀ð-ɛ̀,ð,itive,perfective
ð-á-və̀lɛ̀ð-ɔ́,ð,ventive,imperfective
ð-á-və́lɛ̀ð-à,ð,itive,imperfective
kə̀-və̀lɛ̀ð-à,g,ventive,dependent
kə̀-və̀lɛ̀ð-ɔ́,g,ventive,perfective
kə̀-və̀lɛ̀ð-ɛ̀,g,itive,dependent
k-à-və́lɛ̀ð-ɛ̀,g,itive,perfective
k-á-və̀lɛ̀ð-ɔ́,g,ventive,imperfective
k-á-və́lɛ̀ð-à,g,itive,imperfective
t̪ə̀-və̀lɛ̀ð-à,t̪,ventive,dependent
t̪ə̀-və̀lɛ̀ð-ɔ́,t̪,ventive,perfective
t̪ə̀-və̀lɛ̀ð-ɛ̀,t̪,itive,dependent
t̪-à-və́lɛ̀ð-ɛ̀,t̪,itive,perfective
t̪-á-və̀lɛ̀ð-ɔ́,t̪,ventive,imperfective
t̪-á-və́lɛ̀ð-à,t̪,itive,imperfective
dɔŋð,unmarked,unmarked,unmarked
dɔ̀ŋð-á,unmarked,ventive,imperative
dɔ́ŋð-ɔ́,unmarked,itive,imperative
rə̀-dɔ̀ŋð-à,r,ventive,dependent
rə̀-dɔ̀ŋð-ɔ́,r,ventive,perfective
rə̀-dɔ̀ŋð-ɛ̀,r,itive,dependent
r-à-dɔ́ŋð-ɛ̀,r,itive,perfective
r-á-dɔ̀ŋð-ɔ́,r,ventive,imperfective
r-á-dɔ́ŋð-à,r,itive,imperfective
lə̀-dɔ̀ŋð-à,l,ventive,dependent
lə̀-dɔ̀ŋð-ɔ́,l,ventive,perfective
lə̀-dɔ̀ŋð-ɛ̀,l,itive,dependent
l-à-dɔ́ŋð-ɛ̀,l,itive,perfective
l-á-dɔ̀ŋð-ɔ́,l,ventive,imperfective
l-á-dɔ́ŋð-à,l,itive,imperfective
ŋə̀-dɔ̀ŋð-à,ŋ,ventive,dependent
ŋə̀-dɔ̀ŋð-ɔ́,ŋ,ventive,perfective
ŋə̀-dɔ̀ŋð-ɛ̀,ŋ,itive,dependent
ŋ-à-dɔ́ŋð-ɛ̀,ŋ,itive,perfective
ŋ-á-dɔ̀ŋð-ɔ́,ŋ,ventive,imperfective
ŋ-á-dɔ́ŋð-à,ŋ,itive,imperfective
ɲə̀-dɔ̀ŋð-à,ɲ,ventive,dependent
ɲə̀-dɔ̀ŋð-ɔ́,ɲ,ventive,perfective
ɲə̀-dɔ̀ŋð-ɛ̀,ɲ,itive,dependent
ɲ-à-dɔ́ŋð-ɛ̀,ɲ,itive,perfective
ɲ-á-dɔ̀ŋð-ɔ́,ɲ,ventive,imperfective
ɲ-á-dɔ́ŋð-à,ɲ,itive,imperfective
nə̀-dɔ̀ŋð-à,n,ventive,dependent
nə̀-dɔ̀ŋð-ɔ́,n,ventive,perfective
nə̀-dɔ̀ŋð-ɛ̀,n,itive,dependent
n-à-dɔ́ŋð-ɛ̀,n,itive,perfective
n-á-dɔ̀ŋð-ɔ́,n,ventive,imperfective
n-á-dɔ́ŋð-à,n,itive,imperfective
jə̀-dɔ̀ŋð-à,j,ventive,dependent
jə̀-dɔ̀ŋð-ɔ́,j,ventive,perfective
jə̀-dɔ̀ŋð-ɛ̀,j,itive,dependent
j-à-dɔ́ŋð-ɛ̀,j,itive,perfective
j-á-dɔ̀ŋð-ɔ́,j,ventive,imperfective
j-á-dɔ́ŋð-à,j,itive,imperfective
ðə̀-dɔ̀ŋð-à,ð,ventive,dependent
ðə̀-dɔ̀ŋð-ɔ́,ð,ventive,perfective
ðə̀-dɔ̀ŋð-ɛ̀,ð,itive,dependent
ðə́-dɔ́ŋð-á,ð,unmarked,infinitive
ð-à-dɔ́ŋð-ɛ̀,ð,itive,perfective
ð-á-dɔ̀ŋð-ɔ́,ð,ventive,imperfective
ð-á-dɔ́ŋð-à,ð,itive,imperfective
kə̀-dɔ̀ŋð-à,g,ventive,dependent
kə̀-dɔ̀ŋð-ɔ́,g,ventive,perfective
kə̀-dɔ̀ŋð-ɛ̀,g,itive,dependent
k-à-dɔ́ŋð-ɛ̀,g,itive,perfective
k-á-dɔ̀ŋð-ɔ́,g,ventive,imperfective
k-á-dɔ́ŋð-à,g,itive,imperfective
t̪ə̀-dɔ̀ŋð-à,t̪,ventive,dependent
t̪ə̀-dɔ̀ŋð-ɔ́,t̪,ventive,perfective
t̪ə̀-dɔ̀ŋð-ɛ̀,t̪,itive,dependent
t̪-à-dɔ́ŋð-ɛ̀,t̪,itive,perfective
t̪-á-dɔ̀ŋð-ɔ́,t̪,ventive,imperfective
t̪-á-dɔ́ŋð-à,t̪,itive,imperfective
abuð,unmarked,unmarked,unmarked
àbùð-á,unmarked,ventive,imperative
ábúð-ɔ́,unmarked,itive,imperative
r-àbùð-à,r,ventive,dependent
r-àbùð-ɔ́,r,ventive,perfective
r-àbùð-ɛ̀,r,itive,dependent
r-à-ábùð-ɛ̀,r,itive,perfective
r-á-àbùð-ɔ́,r,ventive,imperfective
r-á-ábùð-à,r,itive,imperfective
l-àbùð-à,l,ventive,dependent
l-àbùð-ɔ́,l,ventive,perfective
l-àbùð-ɛ̀,l,itive,dependent
l-à-ábùð-ɛ̀,l,itive,perfective
l-á-àbùð-ɔ́,l,ventive,imperfective
l-á-ábùð-à,l,itive,imperfective
ŋ-àbùð-à,ŋ,ventive,dependent
ŋ-àbùð-ɔ́,ŋ,ventive,perfective
ŋ-àbùð-ɛ̀,ŋ,itive,dependent
ŋ-à-ábùð-ɛ̀,ŋ,itive,perfective
ŋ-á-àbùð-ɔ́,ŋ,ventive,imperfective
ŋ-á-ábùð-à,ŋ,itive,imperfective
ɲ-àbùð-à,ɲ,ventive,dependent
ɲ-àbùð-ɔ́,ɲ,ventive,perfective
ɲ-àbùð-ɛ̀,ɲ,itive,dependent
ɲ-à-ábùð-ɛ̀,ɲ,itive,perfective
ɲ-á-àbùð-ɔ́,ɲ,ventive,imperfective
ɲ-á-ábùð-à,ɲ,itive,imperfective
n-àbùð-à,n,ventive,dependent
n-àbùð-ɔ́,n,ventive,perfective
n-àbùð-ɛ̀,n,itive,dependent
n-à-ábùð-ɛ̀,n,itive,perfective
n-á-àbùð-ɔ́,n,ventive,imperfective
n-á-ábùð-à,n,itive,imperfective
j-àbùð-à,j,ventive,dependent
j-àbùð-ɔ́,j,ventive,perfective
j-àbùð-ɛ̀,j,itive,dependent
j-à-ábùð-ɛ̀,j,itive,perfective
j-á-àbùð-ɔ́,j,ventive,imperfective
j-á-ábùð-à,j,itive,imperfective
ð-àbùð-à,ð,ventive,dependent
ð-àbùð-ɔ́,ð,ventive,perfective
ð-àbùð-ɛ̀,ð,itive,dependent
ð-ábúð-á,ð,unmarked,infinitive
ð-à-ábùð-ɛ̀,ð,itive,perfective
ð-á-àbùð-ɔ́,ð,ventive,imperfective
ð-á-ábùð-à,ð,itive,imperfective
k-àbùð-à,g,ventive,dependent
k-àbùð-ɔ́,g,ventive,perfective
k-àbùð-ɛ̀,g,itive,dependent
k-à-ábùð-ɛ̀,g,itive,perfective
k-á-àbùð-ɔ́,g,ventive,imperfective
k-á-ábùð-à,g,itive,imperfective
t̪-àbùð-à,t̪,ventive,dependent
t̪-àbùð-ɔ́,t̪,ventive,perfective
t̪-àbùð-ɛ̀,t̪,itive,dependent
t̪-à-ábùð-ɛ̀,t̪,itive,perfective
t̪-á-àbùð-ɔ́,t̪,ventive,imperfective
t̪-á-ábùð-à,t̪,itive,imperfective
kaɾ,unmarked,unmarked,unmarked
kàɾ-á,unmarked,ventive,imperative
káɾ-ó,unmarked,itive,imperative
rə̀-kàɾ-à,r,ventive,dependent
rə̀-kàɾ-ó,r,ventive,perfective
rə̀-kàɾ-ì,r,itive,dependent
r-à-káɾ-ì,r,itive,perfective
r-á-kàɾ-ó,r,ventive,imperfective
r-á-káɾ-à,r,itive,imperfective
lə̀-kàɾ-à,l,ventive,dependent
lə̀-kàɾ-ó,l,ventive,perfective
lə̀-kàɾ-ì,l,itive,dependent
l-à-káɾ-ì,l,itive,perfective
l-á-kàɾ-ó,l,ventive,imperfective
l-á-káɾ-à,l,itive,imperfective
ŋə̀-kàɾ-à,ŋ,ventive,dependent
ŋə̀-kàɾ-ó,ŋ,ventive,perfective
ŋə̀-kàɾ-ì,ŋ,itive,dependent
ŋ-à-káɾ-ì,ŋ,itive,perfective
ŋ-á-kàɾ-ó,ŋ,ventive,imperfective
ŋ-á-káɾ-à,ŋ,itive,imperfective
ɲə̀-kàɾ-à,ɲ,ventive,dependent
ɲə̀-kàɾ-ó,ɲ,ventive,perfective
ɲə̀-kàɾ-ì,ɲ,itive,dependent
ɲ-à-káɾ-ì,ɲ,itive,perfective
ɲ-á-kàɾ-ó,ɲ,ventive,imperfective
ɲ-á-káɾ-à,ɲ,itive,imperfective
nə̀-kàɾ-à,n,ventive,dependent
nə̀-kàɾ-ó,n,ventive,perfective
nə̀-kàɾ-ì,n,itive,dependent
n-à-káɾ-ì,n,itive,perfective
n-á-kàɾ-ó,n,ventive,imperfective
n-á-káɾ-à,n,itive,imperfective
jə̀-kàɾ-à,j,ventive,dependent
jə̀-kàɾ-ó,j,ventive,perfective
jə̀-kàɾ-ì,j,itive,dependent
j-à-káɾ-ì,j,itive,perfective
j-á-kàɾ-ó,j,ventive,imperfective
j-á-káɾ-à,j,itive,imperfective
ðə̀-kàɾ-à,ð,ventive,dependent
ðə̀-kàɾ-ó,ð,ventive,perfective
ðə̀-kàɾ-ì,ð,itive,dependent
ðə́-káɾ-á,ð,unmarked,infinitive
ð-à-káɾ-ì,ð,itive,perfective
ð-á-kàɾ-ó,ð,ventive,imperfective
ð-á-káɾ-à,ð,itive,imperfective
kə̀-kàɾ-à,g,ventive,dependent
kə̀-kàɾ-ó,g,ventive,perfective
kə̀-kàɾ-ì,g,itive,dependent
k-à-káɾ-ì,g,itive,perfective
k-á-kàɾ-ó,g,ventive,imperfective
k-á-káɾ-à,g,itive,imperfective
t̪ə̀-kàɾ-à,t̪,ventive,dependent
t̪ə̀-kàɾ-ó,t̪,ventive,perfective
t̪ə̀-kàɾ-ì,t̪,itive,dependent
t̪-à-káɾ-ì,t̪,itive,perfective
t̪-á-kàɾ-ó,t̪,ventive,imperfective
t̪-á-káɾ-à,t̪,itive,imperfective
vaɾ,unmarked,unmarked,unmarked
vàɾ-á,unmarked,ventive,imperative
váɾ-ɔ́,unmarked,itive,imperative
rə̀-vàɾ-à,r,ventive,dependent
rə̀-vàɾ-ɔ́,r,ventive,perfective
rə̀-vàɾ-ɛ̀,r,itive,dependent
r-à-váɾ-ɛ̀,r,itive,perfective
r-á-vàɾ-ɔ́,r,ventive,imperfective
r-á-váɾ-à,r,itive,imperfective
lə̀-vàɾ-à,l,ventive,dependent
lə̀-vàɾ-ɔ́,l,ventive,perfective
lə̀-vàɾ-ɛ̀,l,itive,dependent
l-à-váɾ-ɛ̀,l,itive,perfective
l-á-vàɾ-ɔ́,l,ventive,imperfective
l-á-váɾ-à,l,itive,imperfective
ŋə̀-vàɾ-à,ŋ,ventive,dependent
ŋə̀-vàɾ-ɔ́,ŋ,ventive,perfective
ŋə̀-vàɾ-ɛ̀,ŋ,itive,dependent
ŋ-à-váɾ-ɛ̀,ŋ,itive,perfective
ŋ-á-vàɾ-ɔ́,ŋ,ventive,imperfective
ŋ-á-váɾ-à,ŋ,itive,imperfective
ɲə̀-vàɾ-à,ɲ,ventive,dependent
ɲə̀-vàɾ-ɔ́,ɲ,ventive,perfective
ɲə̀-vàɾ-ɛ̀,ɲ,itive,dependent
ɲ-à-váɾ-ɛ̀,ɲ,itive,perfective
ɲ-á-vàɾ-ɔ́,ɲ,ventive,imperfective
ɲ-á-váɾ-à,ɲ,itive,imperfective
nə̀-vàɾ-à,n,ventive,dependent
nə̀-vàɾ-ɔ́,n,ventive,perfective
nə̀-vàɾ-ɛ̀,n,itive,dependent
n-à-váɾ-ɛ̀,n,itive,perfective
n-á-vàɾ-ɔ́,n,ventive,imperfective
n-á-váɾ-à,n,itive,imperfective
jə̀-vàɾ-à,j,ventive,dependent
jə̀-vàɾ-ɔ́,j,ventive,perfective
jə̀-vàɾ-ɛ̀,j,itive,dependent
j-à-váɾ-ɛ̀,j,itive,perfective
j-á-vàɾ-ɔ́,j,ventive,imperfective
j-á-váɾ-à,j,itive,imperfective
ðə̀-vàɾ-à,ð,ventive,dependent
ðə̀-vàɾ-ɔ́,ð,ventive,perfective
ðə̀-vàɾ-ɛ̀,ð,itive,dependent
ðə́-váɾ-á,ð,unmarked,infinitive
ð-à-váɾ-ɛ̀,ð,itive,perfective
ð-á-vàɾ-ɔ́,ð,ventive,imperfective
ð-á-váɾ-à,ð,itive,imperfective
kə̀-vàɾ-à,g,ventive,dependent
kə̀-vàɾ-ɔ́,g,ventive,perfective
kə̀-vàɾ-ɛ̀,g,itive,dependent
k-à-váɾ-ɛ̀,g,itive,perfective
k-á-vàɾ-ɔ́,g,ventive,imperfective
k-á-váɾ-à,g,itive,imperfective
t̪ə̀-vàɾ-à,t̪,ventive,dependent
t̪ə̀-vàɾ-ɔ́,t̪,ventive,perfective
t̪ə̀-vàɾ-ɛ̀,t̪,itive,dependent
t̪-à-váɾ-ɛ̀,t̪,itive,perfective
t̪-á-vàɾ-ɔ́,t̪,ventive,imperfective
t̪-á-váɾ-à,t̪,itive,imperfective
vrð,unmarked,unmarked,unmarked
vr̀ð-ɔ́,unmarked,ventive,imperative
vŕð-ɔ́,unmarked,itive,imperative
rə̀-vr̀ð-ɔ̀,r,ventive,dependent
rə̀-vr̀ð-ɔ́,r,ventive,perfective
rə̀-vr̀ð-ɛ̀,r,itive,dependent
r-à-vŕð-ɛ̀,r,itive,perfective
r-á-vr̀ð-ɔ́,r,ventive,imperfective
r-á-vŕð-ɔ̀,r,itive,imperfective
lə̀-vr̀ð-ɔ̀,l,ventive,dependent
lə̀-vr̀ð-ɔ́,l,ventive,perfective
lə̀-vr̀ð-ɛ̀,l,itive,dependent
l-à-vŕð-ɛ̀,l,itive,perfective
l-á-vr̀ð-ɔ́,l,ventive,imperfective
l-á-vŕð-ɔ̀,l,itive,imperfective
ŋə̀-vr̀ð-ɔ̀,ŋ,ventive,dependent
ŋə̀-vr̀ð-ɔ́,ŋ,ventive,perfective
ŋə̀-vr̀ð-ɛ̀,ŋ,itive,dependent
ŋ-à-vŕð-ɛ̀,ŋ,itive,perfective
ŋ-á-vr̀ð-ɔ́,ŋ,ventive,imperfective
ŋ-á-vŕð-ɔ̀,ŋ,itive,imperfective
ɲə̀-vr̀ð-ɔ̀,ɲ,ventive,dependent
ɲə̀-vr̀ð-ɔ́,ɲ,ventive,perfective
ɲə̀-vr̀ð-ɛ̀,ɲ,itive,dependent
ɲ-à-vŕð-ɛ̀,ɲ,itive,perfective
ɲ-á-vr̀ð-ɔ́,ɲ,ventive,imperfective
ɲ-á-vŕð-ɔ̀,ɲ,itive,imperfective
nə̀-vr̀ð-ɔ̀,n,ventive,dependent
nə̀-vr̀ð-ɔ́,n,ventive,perfective
nə̀-vr̀ð-ɛ̀,n,itive,dependent
n-à-vŕð-ɛ̀,n,itive,perfective
n-á-vr̀ð-ɔ́,n,ventive,imperfective
n-á-vŕð-ɔ̀,n,itive,imperfective
jə̀-vr̀ð-ɔ̀,j,ventive,dependent
jə̀-vr̀ð-ɔ́,j,ventive,perfective
jə̀-vr̀ð-ɛ̀,j,itive,dependent
j-à-vŕð-ɛ̀,j,itive,perfective
j-á-vr̀ð-ɔ́,j,ventive,imperfective
j-á-vŕð-ɔ̀,j,itive,imperfective
ðə̀-vr̀ð-ɔ̀,ð,ventive,dependent
ðə̀-vr̀ð-ɔ́,ð,ventive,perfective
ðə̀-vr̀ð-ɛ̀,ð,itive,dependent
ðə́-vŕð-ɔ́,ð,unmarked,infinitive
ð-à-vŕð-ɛ̀,ð,itive,perfective
ð-á-vr̀ð-ɔ́,ð,ventive,imperfective
ð-á-vŕð-ɔ̀,ð,itive,imperfective
kə̀-vr̀ð-ɔ̀,g,ventive,dependent
kə̀-vr̀ð-ɔ́,g,ventive,perfective
kə̀-vr̀ð-ɛ̀,g,itive,dependent
k-à-vŕð-ɛ̀,g,itive,perfective
k-á-vr̀ð-ɔ́,g,ventive,imperfective
k-á-vŕð-ɔ̀,g,itive,imperfective
t̪ə̀-vr̀ð-ɔ̀,t̪,ventive,dependent
t̪ə̀-vr̀ð-ɔ́,t̪,ventive,perfective
t̪ə̀-vr̀ð-ɛ̀,t̪,itive,dependent
t̪-à-vŕð-ɛ̀,t̪,itive,perfective
t̪-á-vr̀ð-ɔ́,t̪,ventive,imperfective
t̪-á-vŕð-ɔ̀,t̪,itive,imperfective
ur,unmarked,unmarked,unmarked
ùr-ɔ́,unmarked,ventive,imperative
úr-ú,unmarked,itive,imperative
r-ùr-ɔ̀,r,ventive,dependent
r-ùr-ú,r,ventive,perfective
r-ùr-ì,r,itive,dependent
r-à-úr-ì,r,itive,perfective
r-á-ùr-ú,r,ventive,imperfective
r-á-úr-ɔ̀,r,itive,imperfective
l-ùr-ɔ̀,l,ventive,dependent
l-ùr-ú,l,ventive,perfective
l-ùr-ì,l,itive,dependent
l-à-úr-ì,l,itive,perfective
l-á-ùr-ú,l,ventive,imperfective
l-á-úr-ɔ̀,l,itive,imperfective
ŋ-ùr-ɔ̀,ŋ,ventive,dependent
ŋ-ùr-ú,ŋ,ventive,perfective
ŋ-ùr-ì,ŋ,itive,dependent
ŋ-à-úr-ì,ŋ,itive,perfective
ŋ-á-ùr-ú,ŋ,ventive,imperfective
ŋ-á-úr-ɔ̀,ŋ,itive,imperfective
ɲ-ùr-ɔ̀,ɲ,ventive,dependent
ɲ-ùr-ú,ɲ,ventive,perfective
ɲ-ùr-ì,ɲ,itive,dependent
ɲ-à-úr-ì,ɲ,itive,perfective
ɲ-á-ùr-ú,ɲ,ventive,imperfective
ɲ-á-úr-ɔ̀,ɲ,itive,imperfective
n-ùr-ɔ̀,n,ventive,dependent
n-ùr-ú,n,ventive,perfective
n-ùr-ì,n,itive,dependent
n-à-úr-ì,n,itive,perfective
n-á-ùr-ú,n,ventive,imperfective
n-á-úr-ɔ̀,n,itive,imperfective
j-ùr-ɔ̀,j,ventive,dependent
j-ùr-ú,j,ventive,perfective
j-ùr-ì,j,itive,dependent
j-à-úr-ì,j,itive,perfective
j-á-ùr-ú,j,ventive,imperfective
j-á-úr-ɔ̀,j,itive,imperfective
ð-ùr-ɔ̀,ð,ventive,dependent
ð-ùr-ú,ð,ventive,perfective
ð-ùr-ì,ð,itive,dependent
ð-úr-ɔ́,ð,unmarked,infinitive
ð-à-úr-ì,ð,itive,perfective
ð-á-ùr-ú,ð,ventive,imperfective
ð-á-úr-ɔ̀,ð,itive,imperfective
k-ùr-ɔ̀,g,ventive,dependent
k-ùr-ú,g,ventive,perfective
k-ùr-ì,g,itive,dependent
k-à-úr-ì,g,itive,perfective
k-á-ùr-ú,g,ventive,imperfective
k-á-úr-ɔ̀,g,itive,imperfective
t̪-ùr-ɔ̀,t̪,ventive,dependent
t̪-ùr-ú,t̪,ventive,perfective
t̪-ùr-ì,t̪,itive,dependent
t̪-à-úr-ì,t̪,itive,perfective
t̪-á-ùr-ú,t̪,ventive,imperfective
t̪-á-úr-ɔ̀,t̪,itive,imperfective
id,unmarked,unmarked,unmarked
ìd-ɔ́,unmarked,ventive,imperative
íd-ú,unmarked,itive,imperative
r-ìd-ɔ̀,r,ventive,dependent
r-ìd-ú,r,ventive,perfective
r-ìd-ì,r,itive,dependent
r-à-íd-ì,r,itive,perfective
r-á-ìd-ú,r,ventive,imperfective
r-á-íd-ɔ̀,r,itive,imperfective
l-ìd-ɔ̀,l,ventive,dependent
l-ìd-ú,l,ventive,perfective
l-ìd-ì,l,itive,dependent
l-à-íd-ì,l,itive,perfective
l-á-ìd-ú,l,ventive,imperfective
l-á-íd-ɔ̀,l,itive,imperfective
ŋ-ìd-ɔ̀,ŋ,ventive,dependent
ŋ-ìd-ú,ŋ,ventive,perfective
ŋ-ìd-ì,ŋ,itive,dependent
ŋ-à-íd-ì,ŋ,itive,perfective
ŋ-á-ìd-ú,ŋ,ventive,imperfective
ŋ-á-íd-ɔ̀,ŋ,itive,imperfective
ɲ-ìd-ɔ̀,ɲ,ventive,dependent
ɲ-ìd-ú,ɲ,ventive,perfective
ɲ-ìd-ì,ɲ,itive,dependent
ɲ-à-íd-ì,ɲ,itive,perfective
ɲ-á-ìd-ú,ɲ,ventive,imperfective
ɲ-á-íd-ɔ̀,ɲ,itive,imperfective
n-ìd-ɔ̀,n,ventive,dependent
n-ìd-ú,n,ventive,perfective
n-ìd-ì,n,itive,dependent
n-à-íd-ì,n,itive,perfective
n-á-ìd-ú,n,ventive,imperfective
n-á-íd-ɔ̀,n,itive,imperfective
j-ìd-ɔ̀,j,ventive,dependent
j-ìd-ú,j,ventive,perfective
j-ìd-ì,j,itive,dependent
j-à-íd-ì,j,itive,perfective
j-á-ìd-ú,j,ventive,imperfective
j-á-íd-ɔ̀,j,itive,imperfective
ð-ìd-ɔ̀,ð,ventive,dependent
ð-ìd-ú,ð,ventive,perfective
ð-ìd-ì,ð,itive,dependent
ð-íd-ɔ́,ð,unmarked,infinitive
ð-à-íd-ì,ð,itive,perfective
ð-á-ìd-ú,ð,ventive,imperfective
ð-á-íd-ɔ̀,ð,itive,imperfective
k-ìd-ɔ̀,g,ventive,dependent
k-ìd-ú,g,ventive,perfective
k-ìd-ì,g,itive,dependent
k-à-íd-ì,g,itive,perfective
k-á-ìd-ú,g,ventive,imperfective
k-á-íd-ɔ̀,g,itive,imperfective
t̪-ìd-ɔ̀,t̪,ventive,dependent
t̪-ìd-ú,t̪,ventive,perfective
t̪-ìd-ì,t̪,itive,dependent
t̪-à-íd-ì,t̪,itive,perfective
t̪-á-ìd-ú,t̪,ventive,imperfective
t̪-á-íd-ɔ̀,t̪,itive,imperfective
bɔl,unmarked,unmarked,unmarked
bɔ̀l-á,unmarked,ventive,imperative
bɔ́l-ú,unmarked,itive,imperative
rə̀-bɔ̀l-à,r,ventive,dependent
rə̀-bɔ̀l-ú,r,ventive,perfective
rə̀-bɔ̀l-ì,r,itive,dependent
r-à-bɔ́l-ì,r,itive,perfective
r-á-bɔ̀l-ú,r,ventive,imperfective
r-á-bɔ́l-à,r,itive,imperfective
lə̀-bɔ̀l-à,l,ventive,dependent
lə̀-bɔ̀l-ú,l,ventive,perfective
lə̀-bɔ̀l-ì,l,itive,dependent
l-à-bɔ́l-ì,l,itive,perfective
l-á-bɔ̀l-ú,l,ventive,imperfective
l-á-bɔ́l-à,l,itive,imperfective
ŋə̀-bɔ̀l-à,ŋ,ventive,dependent
ŋə̀-bɔ̀l-ú,ŋ,ventive,perfective
ŋə̀-bɔ̀l-ì,ŋ,itive,dependent
ŋ-à-bɔ́l-ì,ŋ,itive,perfective
ŋ-á-bɔ̀l-ú,ŋ,ventive,imperfective
ŋ-á-bɔ́l-à,ŋ,itive,imperfective
ɲə̀-bɔ̀l-à,ɲ,ventive,dependent
ɲə̀-bɔ̀l-ú,ɲ,ventive,perfective
